complexity,sql,question
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, SQRT(pmra ** 2 + pmdec ** 2) AS proper_motion FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag BETWEEN 10 AND 20 ORDER BY proper_motion DESC LIMIT 10","Which star with a parallax greater than 0.1 and a G magnitude between 10 and 20 has the highest proper motion, and what is its proper motion value?"
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 150 AND 170 AND (pmra * pmdec) < 0 AND parallax > 0.05","List the stars with a parallax greater than 0.05, located in the region of sky between RA 150 and 170 degrees, and where the product of their proper motions in RA and Dec is negative."
Simple,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND dec BETWEEN -30 AND -20",What are the Right Ascensions (RA) and Declinations (Dec) for stars within the sky region between RA 30 and 60 and Dec -30 and -20?
Simple,"2.  SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.1 AND 0.2",What is the parallax and G magnitude for stars with a parallax between 0.1 and 0.2 milliarcseconds?
Simple,"3.  SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN 100 AND 200 AND pmdec BETWEEN -50 AND 50","What are the Right Ascensions (RA), Declinations (Dec), and proper motions in Right Ascension (pmRA) and Declination (pmDEC) for stars with pmRA between 100 and 200 mas/yr and pmDEC between -50 and 50 mas/yr?"
Simple,4.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 5.0 AND 10.0,How many stars have a G magnitude between 5.0 and 10.0?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15.0",Which stars have a parallax greater than 0.1 milliarcseconds and a G-band magnitude less than 15?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100",What stars have proper motions in the range of -100 to 100 mas/yr in both the RA and Dec directions?
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -10 AND -5",Which stars have right ascensions between 35 and 45 degrees and declinations between -10 and -5 degrees?
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE parallax IS NOT NULL AND parallax / phot_g_mean_mag > 0.1","List stars where the parallax divided by the G-band magnitude is greater than 0.1, excluding null parallaxes."
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra ** 2 + pmdec ** 2) ** 0.5 > 100",Identify stars with a combined proper motion (sqrt(pmra^2 + pmdec^2)) greater than 100 mas/yr.
Complex,"SELECT COUNT(*) AS star_count, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND pmra BETWEEN -10 AND 10 AND pmdec BETWEEN -10 AND 10",How many stars with a positive parallax greater than 0.1 mas and proper motions between -10 and 10 mas/yr in both RA and Dec are there in the Gaia DR3 catalog?
Complex,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax / phot_g_mean_mag > 50 AND ra BETWEEN 35 AND 45 AND dec BETWEEN -20 AND -10",Identify the stars with a parallax-to-g-magnitude ratio greater than 50 and located in the sky region with RA between 35 and 45 degrees and Dec between -20 and -10 degrees.
Complex,"SELECT ra, dec, parallax, pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15 AND ra BETWEEN 0 AND 6 AND (pmra > 50 OR pmdec > 50)","List the stars with a g-band magnitude less than 15, located in the sky region with RA between 0 and 6 degrees, and having a proper motion greater than 50 mas/yr in either RA or Dec."
Complex,"SELECT COUNT(*) AS binary_star_count, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND (pmra - pmdec) > 5",Count how many binary stars with a positive parallax greater than 0.1 mas and a difference between proper motions in RA and Dec greater than 5 mas/yr are present in the Gaia DR3 catalog.
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 270 AND 330 AND dec BETWEEN -90 AND -80 AND pmra**2 + pmdec**2 > 1000","Retrieve the stars located in the sky region with RA between 270 and 330 degrees and Dec between -90 and -80 degrees, and having a total proper motion magnitude greater than 31.62 mas/yr (i.e., sqrt(1000))."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1",What are the declinations and right ascensions of stars within the first degree of right ascension?
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15",What is the parallax and G magnitude of stars with a G magnitude less than 15?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 10,How many stars have a proper motion in right ascension greater than 10 milliarcseconds per year?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE dec BETWEEN -1 AND 0",What are the right ascensions and declinations of stars within the first degree of declination south of the celestial equator?
Simple,"SELECT pmdec, parallax FROM gaiadr3.gaia_source WHERE parallax > 0.01",What is the proper motion in declination and parallax of stars with a parallax greater than 0.01 milliarcseconds?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10,How many stars have a G magnitude less than 10?
Simple,"SELECT phot_g_mean_mag, parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 15 AND parallax > 0.05",What is the G magnitude and parallax of stars with a G magnitude between 10 and 15 and a parallax greater than 0.05 milliarcseconds?
Simple,SELECT AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE parallax > 0.1,What is the average G magnitude of stars with a parallax greater than 0.1 milliarcseconds?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 5 AND parallax > 0.1,How many stars have a G magnitude less than 5 and a parallax greater than 0.1 milliarcseconds?
Simple,"SELECT MIN(phot_g_mean_mag), MAX(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE parallax > 0.02",What is the minimum and maximum G magnitude of stars with a parallax greater than 0.02 milliarcseconds?
Simple,1. ** SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10,How many stars have a G magnitude less than 10?**
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 0.1,How many stars in the Gaia DR3 database have a parallax measurement greater than 0.1 milliarcseconds?
Medium,"SELECT AVG(phot_g_mean_mag), MIN(phot_g_mean_mag), MAX(phot_g_mean_mag) FROM gaiadr3.gaia_source","What is the average, minimum, and maximum value of the G-band photometric magnitude for all stars in the Gaia DR3 database?"
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE pmra BETWEEN -10 AND 10 AND pmdec BETWEEN -10 AND 10",Which stars in the Gaia DR3 database have proper motions (pmra and pmdec) within the range of -10 to 10 mas/yr and are located at specific right ascension and declination coordinates?
Medium,SELECT COUNT(DISTINCT gaia_source_id) FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 360 AND dec BETWEEN -90 AND -60,How many unique stars in the Gaia DR3 database are located in the southern celestial hemisphere between right ascension 180 and 360 degrees and declination -90 to -60 degrees?
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10 AND parallax > 0.1,How many stars in the Gaia DR3 database have a G-band photometric magnitude less than 10 and a parallax measurement greater than 0.1 milliarcseconds?
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.05 AND 0.1 AND phot_g_mean_mag BETWEEN 8 AND 12",Which stars in the Gaia DR3 catalog have a parallax between 0.05 and 0.1 milliarcseconds and a G magnitude between 8 and 12?
Complex,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra ** 2 + pmdec ** 2) > 100 AND ra BETWEEN 0 AND 30 ORDER BY (pmra ** 2 + pmdec ** 2) DESC LIMIT 50",Identify the top 50 stars with a transverse velocity (sqrt(pmra^2 + pmdec^2)) greater than 100 milliarcseconds per year in the first 30 degrees of right ascension.
Complex,"SELECT COUNT(DISTINCT ra), COUNT(*) FROM gaiadr3.gaia_source WHERE dec BETWEEN -30 AND -10 AND parallax IS NOT NULL",How many unique right ascensions are associated with non-null parallaxes for stars in the declination range from -30 to -10 degrees?
Complex,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 150 AND 180 AND dec BETWEEN 10 AND 30 AND phot_g_mean_mag < 11.5 ORDER BY phot_g_mean_mag ASC LIMIT 100",List the first 100 stars with G magnitude less than 11.5 in the specified region of the sky (150 to 180 degrees in right ascension and 10 to 30 degrees in declination).
Complex,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 13.5 AND (pmra ** 2 + pmdec ** 2) > 50 AND parallax < 0.02",Identify
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source LIMIT 100;",Show the right ascension and declination of 100 stars.
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 LIMIT 50;","List the parallax and G magnitude for stars with a parallax greater than 0.1 milliarcseconds, showing 50 results."
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -1 AND 1 LIMIT 75;","Display the proper motion in right ascension (pmra) and declination (pmdec) for stars with pmra between -1 and 1 milliarcseconds per year, showing 75 results."
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -20 AND -10 LIMIT 25;","Show the right ascension, declination, and parallax for stars within the ra range of 35 to 45 degrees and dec range of -20 to -10 degrees, listing 25 results."
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10 LIMIT 100;,"List the G magnitude of stars that are fainter than magnitude 10, showing 100 results."
Medium,"1.  SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15.0;","What are the right ascension, declination, parallax, and G magnitude of stars with a parallax greater than 0.1 milliarcseconds and a G magnitude less than 15.0?"
Medium,"2.  SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100;","What are the right ascension, declination, proper motion in right ascension, and proper motion in declination of stars with proper motions within the range of -100 to 100 milliarcseconds per year?"
Medium,"3.  SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 360 AND dec BETWEEN -90 AND 90 ORDER BY phot_g_mean_mag ASC LIMIT 100;","List the right ascension, declination, and G magnitude of the first 100 stars sorted by their G magnitude in ascending order within the sky coordinates range of 0 to 360 degrees for right ascension and -90 to 90 degrees for declination."
Medium,"4.  SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 18.0 AND parallax IS NOT NULL;","What are the right ascension, declination, and parallax of stars with a G magnitude less than 18.0 and a non-null parallax value?"
Medium,"5.  SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 240 AND dec BETWEEN -30 AND 30 AND pmra > 200;","What are the right ascension, declination, and proper motion in right ascension of stars with proper motion in right ascension greater than 200 milliarcseconds per year within the sky coordinates range of 180 to 240 degrees for right ascension and -30 to 30 degrees for declination?"
Medium,SELECT COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE parallax > 0.1;,How many stars have a parallax greater than 0.1 milliarcseconds?
Medium,SELECT AVG(phot_g_mean_mag) AS average_g_magnitude FROM gaiadr3.gaia_source WHERE parallax > 0.1;,What is the average G magnitude of stars with a parallax greater than 0.1 milliarcseconds?
Medium,"SELECT MAX(phot_g_mean_mag) AS max_g_magnitude, MIN(phot_g_mean_mag) AS min_g_magnitude FROM gaiadr3.gaia_source WHERE parallax > 0.1;",What are the maximum and minimum G magnitudes of stars with a parallax greater than 0.1 milliarcseconds?
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.001 AND phot_g_mean_mag < 15 AND (pmra ** 2 + pmdec ** 2) > 0.0001","Which stars in the Gaia DR3 catalog have a parallax greater than 1 milliarcsecond, a G magnitude less than 15, and a proper motion magnitude greater than 0.001 milliarcseconds per year?"
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -20 AND -15 AND parallax > 0.002","Identify stars in the Gaia DR3 catalog with right ascension between 35 and 45 degrees, declination between -20 and -15 degrees, and a parallax greater than 2 milliarcseconds."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 12 AND 18 AND pmra BETWEEN -10 AND 10 AND pmdec BETWEEN -10 AND 10","Find stars in the Gaia DR3 catalog with a G magnitude between 12 and 18, and proper motion within 10 milliarcseconds per year in both right ascension and declination."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra = 180 AND (pmra ** 2 + pmdec ** 2) > 0.0002 AND parallax > 0.001","List stars in the Gaia DR3 catalog with a right ascension of 180 degrees, a parallax greater than 1 milliarcsecond, and a proper motion magnitude greater than 0.0142 milliarcseconds per year."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE dec > 30 AND dec < 60 AND parallax BETWEEN 0.001 AND 0.005 AND phot_g_mean_mag < 15","Retrieve stars in the Gaia DR3 catalog with declination between 30 and 60 degrees, a parallax between 1 and 5 milliarcseconds, and a G magnitude less than 15."
Complex,"SELECT ra, dec, parallax, 1/parallax AS distance_pc, phot_g_mean_mag, pmra, pmdec, teff_val FROM gaiadr3.gaia_source WHERE parallax > 0.001 AND phot_g_mean_mag < 15 AND (pmra ** 2 + pmdec ** 2) > 0.0001 AND teff_val BETWEEN 5000 AND 7000","Which main sequence stars in the Gaia DR3 catalog have a parallax greater than 1 milliarcsecond, a G magnitude less than 15, a proper motion magnitude greater than 0.001 milliarcseconds per year, and an effective temperature between 5000 and 7000 K?"
Complex,"SELECT ra, dec, parallax, 1/parallax AS distance_pc, phot_g_mean_mag, pmra, pmdec, teff_val FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -20 AND -15 AND parallax > 0.002 AND teff_val BETWEEN 5000 AND 7000","Identify main sequence stars in the Gaia DR3 catalog with right ascension between 35 and 45 degrees, declination between -20 and"
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 1 AND 2",What are the declinations and right ascensions of stars in the Gaia catalog with right ascensions between 1 and 2?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15,What is the magnitude of the faintest stars in the Gaia catalog that are brighter than 15?
Simple,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 10,What is the parallax measurement for stars in the Gaia catalog that have a parallax greater than 10 milliarcseconds?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 1 AND pmdec > 1",What are the proper motions (right ascension and declination) of stars in the Gaia catalog that have proper motions greater than 1 milliarcsecond per year in both directions?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1,How many stars in the Gaia catalog have right ascensions between 0 and 1?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.01 AND phot_g_mean_mag < 15",Which stars in the Gaia DR3 catalog have a parallax greater than 0.01 mas and a G magnitude less than 15?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100",What are the positions and proper motions (in the range -100 to 100 mas/yr) of stars in the Gaia DR3 catalog?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -1 AND 1",Which stars in the Gaia DR3 catalog are located in the sky region between RA 35 and 45 degrees and DEC -1 and 1 degrees?
Medium,"SELECT ra, dec, phot_g_mean_mag, COUNT(*) AS star_count FROM gaiadr3.gaia_source GROUP BY ra, dec, phot_g_mean_mag HAVING COUNT(*) > 100","How many stars with the same G magnitude are found in each small region of the sky defined by RA and DEC coordinates, with more than 100 stars in each region?"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag, sqrt(pow(pmra, 2) + pow(pmdec, 2)) AS proper_motion FROM gaiadr3.gaia_source WHERE parallax > 0.01 AND phot_g_mean_mag < 15 ORDER BY proper_motion DESC LIMIT 10","What are the positions, parallaxes, G magnitudes, and proper motions of the 10 stars with the highest proper motion in the Gaia DR3 catalog that have a parallax greater than 0.01 mas and a G magnitude less than 15?"
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag BETWEEN 5 AND 10",Which stars in the Gaia DR3 catalog have a parallax greater than 1 milliarcsecond and a G magnitude between 5 and 10?
Complex,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND -50 AND pmdec BETWEEN -100 AND -50","What are the positions (RA and Dec) and proper motions (pmra and pmdec) of stars in the Gaia DR3 catalog with negative proper motions in both RA and Dec, specifically between -100 and -50 milliarcseconds per year?"
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 1 AND 2 AND dec BETWEEN -1 AND 0 AND parallax IS NOT NULL","List the RA, Dec, parallax, and G magnitude of stars in the Gaia DR3 catalog located between 1 and 2 hours in RA and -1 to 0 degrees in Dec, excluding stars with null parallax values."
Complex,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE (phot_g_mean_mag - 5 * log10(parallax) + 5) BETWEEN 0 AND 10",Identify stars in the Gaia DR3 catalog whose apparent visual magnitude (corrected for parallax) falls within the range of 0 to 10.
Complex,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra ** 2 + pmdec ** 2) ** 0.5 > 100",Find the positions (RA and Dec) and proper motions (pmra and pmdec) of stars in the Gaia DR3 catalog with a combined proper motion magnitude greater than 100 milliarcseconds per year.
Complex,"1.  SELECT g.ra, g.dec, g.parallax, g.phot_g_mean_mag, p.pl_name FROM gaiadr3.gaia_source g JOIN gaiadr3.tic AS p ON g.source_id = p.tic_id WHERE g.parallax > 1 AND g.phot_g_mean_mag BETWEEN 5 AND 10 AND p.pl_disc_method = 'Spectroscopic'","Which stars in the Gaia DR3 catalog have a parallax greater than 1 milliarcsecond, a G magnitude between 5 and 10, and are confirmed via spectroscopic method in the TIC database?"
Complex,"2.  SELECT g.ra, g.dec, g.parallax, g.phot_g_mean_mag, c.ra, c.dec FROM gaiadr3.gaia_source g JOIN gaiadr3.gaia_source c ON g.source_id = c.source_id+1 WHERE g.parallax > 1 AND g.phot_g_mean_mag BETWEEN 5 AND 10 AND c.parallax > 1 AND c.phot_g_mean_mag BETWEEN 5 AND 10","For stars in the Gaia DR3 catalog with a parallax greater than 1 milliarcsecond and a G magnitude between 5 and 10, identify pairs of consecutive stars (based on source_id) with similar properties."
Complex,"3.  SELECT g.ra, g.dec, g.parallax, g.phot_g_mean_mag, p.pl_name FROM gaiadr3.gaia_source g JOIN gaiadr3.tic AS p ON g.source_id = p.tic_id WHERE g.parallax > 1 AND g.phot_g_mean_mag BETWEEN 5 AND 10 AND p.pl_disc_method = 'Direct Imaging' AND g.pmra BETWEEN -100 AND -50 AND g.pmdec BETWEEN -100 AND -50","List the positions (RA, Dec), parallax, G magnitude, and TIC name of stars in the Gaia DR3 catalog that have a parallax greater than 1 milliarcsecond, a G magnitude between 5 and 10, are confirmed via direct imaging method, and have negative proper motions in both RA and Dec, specifically between -100 and -50 milliarcseconds per year."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1",What are the declinations and right ascensions of stars within the first degree of right ascension starting from 0?
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1.0",What is the parallax and G magnitude of stars with a parallax greater than 1.0 milliarcseconds?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra BETWEEN -1 AND 1 AND pmdec BETWEEN -1 AND 1,How many stars have proper motions in right ascension and declination both within 1 milliarcsecond per year?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 12.0",What are the right ascension and declination of stars with a G magnitude less than 12.0?
Simple,SELECT DISTINCT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax IS NOT NULL,What are the distinct G magnitudes of stars that have a non-null parallax value?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.05 AND 0.15 AND phot_g_mean_mag < 15.0","What are the coordinates, parallaxes, and G magnitudes of stars with parallaxes between 0.05 and 0.15 milliarcseconds and G magnitudes less than 15.0?"
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND -50 AND pmdec BETWEEN 50 AND 100",Identify stars with proper motion in right ascension between -100 and -50 milliarcseconds per year and in declination between 50 and 100 milliarcseconds per year.
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND dec BETWEEN -30 AND -20 AND phot_g_mean_mag > 18.0","List the coordinates and G magnitude of stars in the region with right ascension between 30 and 60 degrees and declination between -30 and -20 degrees, with a G magnitude greater than 18."
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE (phot_g_mean_mag - parallax) > 0.5 AND ra BETWEEN 0 AND 180",Find stars with a G magnitude minus parallax value greater than 0.5 and right ascension between 0 and 180 degrees.
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra ** 2 + pmdec ** 2) > 10000",Identify stars with a combined proper motion (the square root of the sum of the squares of proper motion in right ascension and declination) greater than 100 milliarcseconds per year.
Complex,"Generate 5 unique complex ADQL (SQL) queries for the Gaia database. Use the `gaiadr3.gaia_source` table and focus on the columns `ra`, `dec`, `parallax`, `phot_g_mean_mag`, `pmra`, and `pmdec`. Format each line as ` [query]",[natural language question]`.
Complex,[query],[natural language question]
Complex,"1.  SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15 AND (pmra ** 2 + pmdec ** 2) > 100","Which stars have a parallax greater than 0.1 milliarcseconds, a G-band magnitude less than 15, and a proper motion magnitude greater than 100 milliarcseconds per year?"
Complex,"2.  SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND dec BETWEEN -30 AND 30 AND phot_g_mean_mag < 10","List the stars with a right ascension between 30 and 60 degrees and a declination between -30 and 30 degrees, with a G-band magnitude less than 10."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180",What are the right ascensions and declinations of stars within the first 180 degrees of right ascension?
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1",What is the parallax and Gaia G magnitude of stars with a parallax greater than 1 milliarcsecond?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra BETWEEN -1 AND 1 AND pmdec BETWEEN -1 AND 1,How many stars have proper motions in right ascension and declination both within 1 mas/yr?
Simple,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE dec BETWEEN -30 AND 30","What are the right ascensions, declinations, and G magnitudes of stars within the -30 to 30 degrees range of declination?"
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10",What are the proper motions in right ascension and declination for stars with a G magnitude less than 10?
Simple,"You are an expert in SQL and astronomy. Generate 5 unique Simple level ADQL (SQL) queries for the Gaia database. The target table is `gaiadr3.gaia_source`. Common columns are `ra`, `dec`, `parallax`, `phot_g_mean_mag`, `pmra`, `pmdec`. Format each line exactly like this:  [query]",[natural language question].
Simple,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 30",What are the right ascensions and declinations of stars within the first 30 degrees of right ascension?
Simple,"2.  SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax < 0.1",What is the parallax and Gaia G magnitude of stars with a parallax less than 0.1 milliarcseconds?
Simple,3.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra BETWEEN -5 AND 5 AND pmdec BETWEEN -5 AND 5,How many stars have proper motions in right ascension and declination both within 5 mas/yr?
Simple,"4.  SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE dec BETWEEN -10 AND 10","What are the right ascensions, declinations, and G magnitudes of stars within the -10 to 10 degrees range of declination?"
Simple,"5.  SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag > 15",What are the proper motions in right ascension and declination for stars with a G magnitude greater than 15?
Simple,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 30",What are the right ascensions and declinations of stars within the first 30 degrees of right ascension?
Simple,"2.  SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax < 0.1",What is the parallax and Gaia G magnitude of stars with a parallax less than 0.1 milliarcseconds?
Simple,3.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra BETWEEN -5 AND 5 AND pmdec BETWEEN -5 AND 5,How many stars have proper motions in right ascension and declination both within 5 mas/yr?
Simple,"4.  SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE dec BETWEEN -10 AND 10","What are the right ascensions, declinations, and G magnitudes of stars within the -10 to 10 degrees range of declination?"
Simple,"5.  SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag > 15",What are the proper motions in right ascension and declination for stars with a G magnitude greater than 15?
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 10,How many stars in the Gaia DR3 have a parallax measurement greater than 10 milliarcseconds?
Medium,SELECT AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180,What is the average magnitude in the G band for stars with right ascension between 0 and 180 degrees?
Medium,"SELECT COUNT(DISTINCT ra), COUNT(DISTINCT dec) FROM gaiadr3.gaia_source WHERE pmra > 1 AND pmdec < -1",How many distinct right ascensions and declinations are there for stars with proper motions greater than 1 milliarcsecond/year in right ascension and less than -1 milliarcsecond/year in declination?
Medium,"SELECT MIN(phot_g_mean_mag), MAX(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE dec > -30 AND dec < 30",What is the range of G band magnitudes for stars with declination between -30 and 30 degrees?
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax IS NULL AND phot_g_mean_mag < 15,How many stars in the Gaia DR3 have a magnitude less than 15 in the G band and no parallax measurement?
